Latitude,Longitude,Time Stamp(s),Yaw(degrees),Pitch(degrees),Roll(degrees)
34.10655733,-117.7122577,1379000,96.46769043,-0.6875,-2.3125
34.10655733,-117.7122577,1379000,99.53846348,-0.6875,-2.3125
34.10655733,-117.7122577,1379000,99.29325343,-0.6875,-2.3125
34.10655733,-117.7122577,1379000,97.82796401,-0.6875,-2.3125
34.10655733,-117.7122577,1379000,98.57738134,-0.6875,-2.3125
34.10655733,-117.7122577,1379000,98.36623146,-0.6875,-2.3125
34.10655733,-117.7122577,1379000,97.76631234,-0.6875,-2.3125
34.10655733,-117.7122577,1379000,98.81233585,-0.6875,-2.3125
34.10655733,-117.7122577,1379000,98.45747547,-0.6875,-2.3125
34.10655733,-117.7122577,1379000,98.74548762,-0.6875,-2.3125
34.10655733,-117.7122577,1379000,98.84309838,-0.6875,-2.3125
34.10655733,-117.7122577,1379000,99.12558626,-0.6875,-2.3125
34.10655733,-117.7122577,1379000,100.5340076,-0.6875,-2.3125
34.10655733,-117.7122577,1379000,99.32604602,-0.6875,-2.3125
34.10655733,-117.7122577,1379000,97.27610587,-0.6875,-2.3125
34.10655733,-117.7122577,1379000,97.04292298,-0.6875,-2.3125
34.10655733,-117.7122577,1379000,98.937273,-0.6875,-2.3125
34.10655733,-117.7122577,1379000,100.4015931,-0.6875,-2.3125
34.10655733,-117.7122577,1379000,99.94527984,-0.6875,-2.3125
34.10655733,-117.7122577,1379000,100.0284762,-0.6875,-2.3125
34.10655733,-117.7122577,1379000,98.50103625,-0.6875,-2.3125
34.10655733,-117.7122577,1379000,98.32339877,-0.6875,-2.3125
34.10655733,-117.7122577,1379000,99.38822655,-0.6875,-2.3125
34.10655733,-117.7122577,1379000,99.64486088,-0.6875,-2.3125
