Latitude,Longitude,Time Stamp(s),Yaw(degrees),Pitch(degrees),Roll(degrees)
34.10664833333333,-117.71237766666667,3119000,359.5967930368114,0.0000,0.0000,
34.10664833333333,-117.71237766666667,3119000,359.143434587113,0.0000,0.0000,
34.10664833333333,-117.71237766666667,3119000,0.7969980287766703,0.0000,-1.8750,
34.10664833333333,-117.71237766666667,3119000,359.71172630235253,0.0000,-1.8750,
34.10664833333333,-117.71237766666667,3119000,359.7998567145687,0.0000,-1.8750,
34.10664833333333,-117.71237766666667,3119000,359.50242076813424,0.0000,-1.8750,
34.10664833333333,-117.71237766666667,3119000,359.8491243999731,0.0000,-1.8750,
34.10664833333333,-117.71237766666667,3119000,0.4018675163140415,0.0000,-1.8750,
34.10664833333333,-117.71237766666667,3119000,359.42949633566377,0.0000,-1.8750,
34.10664833333333,-117.71237766666667,3119000,356.54394054119325,0.0000,-1.8750,
34.10664833333333,-117.71237766666667,3119000,358.99068827254484,0.0000,-1.8750,
34.10664833333333,-117.71237766666667,3119000,0.632238375871566,0.0000,-1.8750,
34.10664833333333,-117.71237766666667,3119000,359.1787756440142,0.0000,-1.8750,
34.106648666666665,-117.71237716666667,3120000,358.1651958119106,0.0000,-1.8750,
34.106648666666665,-117.71237716666667,3120000,359.89992854007755,0.0000,-1.8750,
34.106648666666665,-117.71237716666667,3120000,0.3526140550134187,0.0000,-1.8750,
34.106648666666665,-117.71237716666667,3120000,0.12501381062588734,0.0000,-1.8750,
34.106648666666665,-117.71237716666667,3120000,359.052222018845,0.0000,-1.8750,
34.106648666666665,-117.71237716666667,3120000,359.22557906101633,0.0000,-1.8750,
34.106648666666665,-117.71237716666667,3120000,0.1617690437035435,0.0000,-1.8750,
34.106648666666665,-117.71237716666667,3120000,2.206985660344799,0.0000,-1.8750,
34.106648666666665,-117.71237716666667,3120000,2.694198970233174,0.0000,-1.8750,
34.106648666666665,-117.71237716666667,3120000,359.13258298993514,0.0000,-1.8750,
34.106648666666665,-117.71237716666667,3120000,0.3910547783086713,0.0000,-1.8750,
34.106648666666665,-117.71237716666667,3120000,358.5262993641959,0.0000,-1.8750,
34.106648666666665,-117.71237716666667,3120000,357.21408856237576,0.0000,-1.8750,
34.106649,-117.7123765,3121000,0.13690048143450895,0.0000,-1.8750,
34.106649,-117.7123765,3121000,357.43817527630904,0.0000,-1.8750,
34.106649,-117.7123765,3121000,1.0455398754006637,0.0000,-1.8750,
34.106649,-117.7123765,3121000,0.6917865320442615,0.0000,-1.8750,
34.106649,-117.7123765,3121000,0.2482601900392183,0.0000,-1.8750,
34.106649,-117.7123765,3121000,358.226868622394,0.0000,-1.8750,
34.106649,-117.7123765,3121000,1.7023998734198358,0.0000,-1.8750,
34.106649,-117.7123765,3121000,357.8460750741327,0.0000,-1.8750,
34.106649,-117.7123765,3121000,0.9690490447399043,0.0000,-1.8750,
34.106649,-117.7123765,3121000,0.03188720386242494,0.0000,-1.8750,
34.106649,-117.7123765,3121000,2.3610169394360128,0.0000,-1.8750,
34.106649,-117.7123765,3121000,358.3941964803997,0.0000,-1.8750,
34.106649,-117.7123765,3121000,358.88896965920617,0.0000,-1.8750,
34.106649,-117.7123765,3121000,359.52639596222843,0.0000,-1.8750,
34.106649,-117.7123765,3121000,0.39712868334640916,0.0000,-1.8750,
34.106649,-117.7123765,3121000,0.5437902249268518,0.0000,-1.8750,
34.106649,-117.7123765,3121000,358.6795422436968,0.0000,-1.8750,
34.106649,-117.7123765,3121000,358.6915422138919,0.0000,-1.8750,
34.10664966666667,-117.71237633333334,3122000,0.5221449640839637,0.0000,-1.8750,
